City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind Speed,Country,Date
alofi,-19.0595,-169.9187,73.29,94,75,8.05,NU,1665397789
babayurt,43.6002,46.7789,77.13,45,100,15.73,RU,1665397789
grand gaube,-20.0064,57.6608,77.4,62,11,8.01,MU,1665397789
celje,46.2309,15.2604,64.71,68,79,1.74,SI,1665397502
comodoro rivadavia,-45.8667,-67.5,48.06,49,0,10.36,AR,1665397790
maine-soroa,13.2114,12.0241,96.26,14,43,14.76,NE,1665397790
sorland,67.667,12.6934,51.66,79,100,23.44,NO,1665397790
teguldet,57.3064,88.1667,43.65,87,100,9.37,RU,1665397790
srednekolymsk,67.45,153.6833,21.51,64,100,9.24,RU,1665397790
boffa,10.1667,-14.0333,79.65,82,98,1.79,GN,1665397790
tupiza,-21.45,-65.7167,38.59,10,0,7.2,BO,1665397790
salinas,36.6777,-121.6555,56.75,90,100,3.44,US,1665397790
porto santo,33.072,-16.3415,71.98,83,40,13.8,PT,1665397790
sakakah,29.9697,40.2064,90.97,22,0,7.61,SA,1665397790
palana,59.1167,159.9667,31.39,77,100,13.89,RU,1665397790
kununurra,-15.7667,128.7333,87.78,45,34,0,AU,1665397790
la sarre,48.8002,-79.1996,29.93,94,54,5.53,CA,1665397790
kutum,14.2,24.6667,86.56,19,15,13.29,SD,1665397791
usinsk,65.9939,57.5281,43.16,77,100,18.21,RU,1665397791
xalpatlahuac,17.4667,-98.6167,55.51,96,100,2.95,MX,1665397791
najran,17.4924,44.1277,86.65,17,2,13.82,SA,1665397791
jishou,28.3167,109.7167,61.61,50,97,2.06,CN,1665397791
cavalcante,-13.7975,-47.4583,75.24,43,32,6.76,BR,1665397791
vestmannaeyjar,63.4427,-20.2734,38.39,65,0,16.11,IS,1665397791
rajauri,33.3833,74.3,77.25,52,10,4.83,IN,1665397791
agadir,30.4202,-9.5982,72.05,74,74,3.18,MA,1665397791
mufumbwe,-13.6833,24.8,92.71,12,0,10.33,ZM,1665397792
mogok,22.9167,96.5,69.96,96,98,0.54,MM,1665397792
sadao,6.6388,100.4234,75.02,89,100,3.4,TH,1665397792
sistranda,63.7256,8.834,49.96,77,100,20.33,NO,1665397792
lovozero,68.005,35.0117,45.32,58,20,6.06,RU,1665397792
luwuk,-0.9516,122.7875,79.36,87,82,3.96,ID,1665397792
namibe,-15.1961,12.1522,77.27,63,16,8.21,AO,1665397792
pedernales,18.0384,-71.744,78.98,73,7,4.27,DO,1665397792
paita,-5.0892,-81.1144,61.79,90,29,9.53,PE,1665397793
taikang,46.8333,124.4167,43.32,35,0,11.01,CN,1665397793
luangwa,-15.6167,30.4167,96.49,18,0,12.86,ZM,1665397793
miesbach,47.789,11.8338,65.17,56,89,2.21,DE,1665397793
sakaiminato,35.55,133.2333,60.78,77,75,19.57,JP,1665397793
san jeronimo,-11.9472,-75.2829,47.73,87,72,1.86,PE,1665397793
luderitz,-26.6481,15.1594,64.94,71,100,15.3,NA,1665397793
haljala,59.4336,26.2614,54.43,70,100,11.68,EE,1665397793
voronezh,51.6664,39.17,53.62,94,100,8.95,RU,1665397587
komsomolskiy,40.4272,71.7189,74.12,23,19,4.61,UZ,1665397793
resistencia,-27.4606,-58.9839,52.11,66,0,8.05,AR,1665397718
ballina,-28.8667,153.5667,60.01,94,96,13.24,AU,1665397793
morant bay,17.8815,-76.4093,80.22,83,42,8.66,JM,1665397793
manaure,11.7751,-72.4445,77.41,85,98,10.6,CO,1665397793
kaeo,-35.1,173.7833,59.32,82,96,7.74,NZ,1665397794
sumoto,34.35,134.9,69.84,67,100,3,JP,1665397794
maple creek,49.9168,-109.4848,54.01,70,66,1.14,CA,1665397794
gidam,18.9833,81.4,84.18,68,98,4.38,IN,1665397794
mitsamiouli,-11.3847,43.2844,84.49,58,75,8.05,KM,1665397794
kandrian,-6.2167,149.55,78.91,84,91,3.56,PG,1665397585
nalut,30.3333,10.85,85.01,18,5,9.71,LY,1665397795
nemuro,43.3236,145.575,60.53,93,100,45.01,JP,1665397795
humberto de campos,-2.5983,-43.4611,80.08,79,91,10.36,BR,1665397795
sioux lookout,50.1001,-91.917,28.47,100,20,5.75,CA,1665397795
qrendi,35.8347,14.4583,76.66,78,20,12.66,MT,1665397795
mazagao,-0.115,-51.2894,78.85,94,93,2.77,BR,1665397795
kankaanpaa,61.8,22.4167,54.36,71,69,13.13,FI,1665397795
gizo,-8.103,156.8419,82.53,69,14,3.87,SB,1665397795
souillac,-20.5167,57.5167,77.38,61,40,13.8,MU,1665397795
bambey,14.6955,-16.4493,82.45,64,99,4.74,SN,1665397795
kanina,-10.7341,25.4699,85.84,14,2,9.17,CD,1665397795
almaznyy,48.0448,40.045,53.62,92,100,5.41,RU,1665397796
sumbawanga,-7.9667,31.6167,81.19,21,15,9.1,TZ,1665397796
fereydun kenar,36.6864,52.5225,79.59,55,0,10.27,IR,1665397796
riyadh,24.6877,46.7219,96.94,9,0,5.82,SA,1665397565
santa lucia,27.9117,-15.5407,67.77,64,20,25.32,ES,1665397796
thinadhoo,0.5333,72.9333,82.38,74,23,16.71,MV,1665397796
zhangye,38.9342,100.4517,60.78,10,0,7.34,CN,1665397796
zambezi,-13.5432,23.1047,94.77,11,0,7.83,ZM,1665397796
ilhabela,-23.7781,-45.3581,69.42,94,100,2.44,BR,1665397796
daru,-9.0763,143.2092,79.97,87,88,11.77,PG,1665397796
agadez,19.75,10.25,87.84,16,0,12.75,NE,1665397797
george,-33.963,22.4617,69.35,64,0,3.44,ZA,1665397797
talaya,61.3833,152.75,4.51,95,63,3.56,RU,1665397797
jurm,36.8648,70.8342,68.56,14,0,7.61,AF,1665397797
burnie,-41.0667,145.9167,49.95,75,42,6.8,AU,1665397797
rio gallegos,-51.6226,-69.2181,46.45,39,0,21.85,AR,1665397797
tabou,4.423,-7.3528,79.47,82,79,5.53,CI,1665397797
dapitan,8.6464,123.4208,81.66,80,71,8.39,PH,1665397797
mokhsogollokh,61.4681,128.9203,32.32,98,100,4.29,RU,1665397550
muli,2.9167,73.5667,81.46,78,14,18.03,MV,1665397797
senador jose porfirio,-2.5908,-51.9542,73.71,93,55,2.51,BR,1665397797
yacopi,5.4595,-74.3382,58.1,97,99,2.95,CO,1665397797
mogadishu,2.0371,45.3438,84.07,79,75,13.8,SO,1665397549
beyneu,45.3167,55.2,71.62,16,29,25.84,KZ,1665397797
lisakovsk,52.5369,62.4936,62.69,34,17,13.42,KZ,1665397798
narsaq,60.9167,-46.05,37.62,98,100,5.17,GL,1665397798
avigliana,45.0771,7.3986,61.14,89,100,3.44,IT,1665397798
tooele,40.5308,-112.2983,57.16,33,1,2.91,US,1665397798
longyearbyen,78.2186,15.6401,33.64,80,75,8.05,SJ,1665397798
guadalajara,20.6667,-103.3333,59.99,100,0,0,MX,1665397592
sao felix do xingu,-6.6447,-51.995,72.54,95,76,1.12,BR,1665397798
pundaguitan,6.3711,126.1689,84.25,75,96,11.77,PH,1665397798
kieta,-6.2167,155.6333,78.44,80,32,2.71,PG,1665397799
krasnyy chikoy,50.3643,108.7512,41.13,36,62,0.81,RU,1665397799
numaligarh,26.6333,93.75,80.13,90,93,5.28,IN,1665397799
simiti,7.9579,-73.9436,73.47,97,100,1.28,CO,1665397799
kristiinankaupunki,62.2743,21.376,52.03,83,73,21.45,FI,1665397799
meaford,44.6001,-80.583,41.32,92,34,2.44,CA,1665397799
avera,33.194,-82.5271,53.65,91,0,7.36,US,1665397799
birjand,32.8663,59.2211,81.07,3,0,6.91,IR,1665397741
festus,38.2206,-90.396,53.56,77,0,3.89,US,1665397800
hambantota,6.1241,81.1185,79.14,100,40,3.44,LK,1665397803
ternate,0.8,127.4,80.82,79,95,0.69,ID,1665397806
gerash,27.6652,54.1371,91.54,11,0,2.77,IR,1665397587
zhuanghe,39.7008,122.9911,41.52,77,83,16.91,CN,1665397812
tuy hoa,13.0833,109.3,77.68,89,100,12.39,VN,1665397818
abu zabad,12.35,29.25,89.73,41,12,6.2,SD,1665397818
hede,33.7681,120.2517,50.14,45,0,5.77,CN,1665397821
auriflama,-20.6856,-50.5547,70.45,84,100,7.67,BR,1665397822
stornoway,58.2093,-6.3865,52.93,66,40,25.32,GB,1665397825
hirado,33.3597,129.5531,62.38,67,96,21.59,JP,1665397825
aklavik,68.2191,-135.0107,31.89,94,100,30.02,CA,1665397826
kidal,18.4411,1.4078,97.63,12,4,19.93,ML,1665397826
cambridge,43.3601,-80.3127,46.13,93,40,3.44,CA,1665397826
eyl,7.9803,49.8164,90.25,49,100,18.81,SO,1665397826
peranamallur,12.5667,79.4333,83.77,71,100,10.02,IN,1665397827
placido de castro,-10.3353,-67.1856,75.29,86,78,0.51,BR,1665397827
laguna,38.421,-121.4238,69.31,82,0,4.61,US,1665397828
seybaplaya,19.65,-90.6667,76.46,91,91,12.26,MX,1665397828
rock springs,41.5875,-109.2029,44.04,39,20,6.91,US,1665397828
bokovskaya,49.229,41.8306,52.59,93,100,0.76,RU,1665397829
batagay-alyta,67.8006,130.4114,9.05,95,35,3.91,RU,1665397575
kirkwall,58.9848,-2.9587,49.96,76,75,24.16,GB,1665397531
phibun mangsahan,15.2447,105.2291,80.58,86,100,6.53,TH,1665397829
champerico,14.3,-91.9167,79.18,83,100,6.87,GT,1665397829
viedma,-40.8135,-62.9967,49.23,46,0,12.73,AR,1665397829
marfino,55.7028,37.3822,55.35,54,0,11.18,RU,1665397830
gamba,-2.65,10,82.35,71,98,9.62,GA,1665397830
coquimbo,-29.9533,-71.3436,55.13,82,100,3.44,CL,1665397830
noyabrsk,63.1994,75.4507,43.03,95,100,17.52,RU,1665397830
mount gambier,-37.8333,140.7667,52.68,70,100,5.77,AU,1665397830
hofn,64.2539,-15.2082,37.42,56,75,31.07,IS,1665397831
ilheus,-14.7889,-39.0494,80.42,89,40,19.57,BR,1665397710
namatanai,-3.6667,152.4333,78.51,71,91,7.78,PG,1665397831
barra do garcas,-15.89,-52.2567,73.29,83,95,2.53,BR,1665397831
muroto,33.2833,134.15,70.27,59,96,21.85,JP,1665397831
kargil,34.5667,76.1,52.99,26,87,5.5,IN,1665397721
rameswaram,9.2833,79.3,81.39,81,18,16.24,IN,1665397831
aksu,41.1231,80.2644,69.06,21,90,0.45,CN,1665397831
mumford,5.2618,-0.759,80.49,75,56,8.05,GH,1665397832
nago,26.5881,127.9761,75.63,70,98,18.37,JP,1665397832
rjukan,59.8789,8.5941,54.45,95,100,10.98,NO,1665397832
vao,-22.6667,167.4833,72.45,71,86,21.74,NC,1665397832
joshimath,30.5667,79.5667,66.07,87,69,4.52,IN,1665397832
svetlogorsk,52.6333,29.7333,54.03,55,0,9.48,BY,1665397833
tshikapa,-6.4167,20.8,95.07,35,23,2.06,CD,1665397833
okhotsk,59.3833,143.3,29.98,54,32,2.86,RU,1665397833
deputatskiy,69.3,139.9,2.19,97,55,6.55,RU,1665397833
port macquarie,-31.4333,152.9167,60.89,69,99,6.26,AU,1665397834
gejiu,23.306,103.1635,51.13,79,87,1.95,CN,1665397834
zhuhai,22.2769,113.5678,80.85,50,20,16.11,CN,1665397834
yendi,9.4427,-0.0099,86.59,60,10,2.98,GH,1665397834
buala,-8.145,159.5921,80.8,74,78,2.15,SB,1665397563
tres lagoas,-20.7511,-51.6783,72.21,81,99,6.58,BR,1665397834
sapele,5.8941,5.6767,86.95,61,95,4.27,NG,1665397834
katima mulilo,-17.5,24.2667,97.32,9,0,11.97,NA,1665397834
maguling,6.095,124.4033,80.53,85,77,5.32,PH,1665397835
suntar,62.1444,117.6319,31.44,97,97,3.85,RU,1665397684
berdigestyakh,62.0989,126.6992,31.75,98,100,4.56,RU,1665397835
umm kaddadah,13.6017,26.6876,93.61,17,77,11.41,SD,1665397835
bambanglipuro,-7.95,110.2833,78.24,89,100,5.37,ID,1665397835
bilibino,68.0546,166.4372,9.25,97,100,3.27,RU,1665397836
tongchuan,35.0806,109.0897,49.32,42,9,2.59,CN,1665397836
peterhead,57.5058,-1.7981,51.51,61,6,26.78,GB,1665397837
puerto penasco,31.3167,-113.5333,81.7,58,0,6.89,MX,1665397837
marsabit,2.3284,37.9899,80.2,29,0,21.52,KE,1665397837
turukhansk,65.8167,87.9833,39.29,96,100,16.49,RU,1665397837
raudeberg,61.9875,5.1352,50.95,43,94,37.98,NO,1665397837
colares,38.7992,-9.4469,69.33,94,40,17,PT,1665397837
halifax,44.6453,-63.5724,44.6,89,6,6.91,CA,1665397574
atyrau,47.1167,51.8833,66.22,30,75,26.84,KZ,1665397838
salamiyah,35.0113,37.0532,78.17,29,0,4.29,SY,1665397838
tingi,-11.3,35.0333,81.88,28,5,6.91,TZ,1665397838
guatire,10.4762,-66.5427,72.36,95,100,1.03,VE,1665397838
itoman,26.1247,127.6694,75.58,73,75,27.63,JP,1665397838
sungaipenuh,-2.0833,101.3833,66.79,93,95,1.48,ID,1665397838
terrace,54.5163,-128.6035,57.11,100,100,20.71,CA,1665397838
tashtyp,52.7939,89.8983,43.48,83,95,10.29,RU,1665397838
arawa,-6.2132,155.5367,75.67,88,50,2.59,PG,1665397838
atar,20.5169,-13.0499,95.81,22,66,18.37,MR,1665397838
